,Election,Year,State,District,Party,Candidate,Votes Received,Vote Percentage
4253,house,2016,IN,5th District,Other,Matthew Wittlief,15324,4.2
4254,house,2016,IN,6th District,REP,Luke Messer,204844,69.1
4255,house,2016,IN,6th District,DEM,Barry Welsh,79075,26.7
4256,house,2016,IN,6th District,Other,Rich Turvey,12325,4.2
4257,house,2016,IN,7th District,DEM,Andre Carson,158606,60.0
4258,house,2016,IN,7th District,REP,Catherine Ping,94396,35.7
4259,house,2016,IN,7th District,Other,Drew Thompson,11470,4.3
4260,house,2016,IN,8th District,REP,Larry Bucshon,187569,63.7
4261,house,2016,IN,8th District,DEM,Ron Drake,93130,31.6
4262,house,2016,IN,8th District,Other,Andrew Horning,13630,4.6
4263,house,2016,IN,9th District,REP,Trey Hollingsworth,174698,54.1
4264,house,2016,IN,9th District,DEM,Shelli Yoder,130539,40.5
4265,house,2016,IN,9th District,Other,Russell Brooksbank,17417,5.4
4266,house,2016,KS,1st District,REP,Roger Marshall,166051,66.2
4267,house,2016,KS,1st District,Other,Alan LaPolice,66218,26.4
4268,house,2016,KS,1st District,Other,Kerry Burt,18415,7.3
4269,house,2016,KS,2nd District,REP,Lynn Jenkins,177851,61.1
4270,house,2016,KS,2nd District,DEM,Britani Potter,94561,32.5
4271,house,2016,KS,2nd District,Other,James Bales,18700,6.4
4272,house,2016,KS,3rd District,REP,Kevin Yoder,171647,51.3
4273,house,2016,KS,3rd District,DEM,Jay Sidie,135778,40.6
4274,house,2016,KS,3rd District,Other,Steven Hohe,26897,8.0
4275,house,2016,KS,4th District,REP,Mike Pompeo,163406,61.0
4276,house,2016,KS,4th District,DEM,Daniel Giroux,78822,29.4
4277,house,2016,KS,4th District,Other,Miranda Allen,18358,6.8
4278,house,2016,KS,4th District,Other,Gordon Bakken,7420,2.8
4279,house,2016,KY,1st District,REP,James Comer,216957,72.9
4280,house,2016,KY,1st District,DEM,Samuel Gaskins,80813,27.1
4281,house,2016,KY,2nd District,REP,Brett Guthrie,Uncontested race,27.1
4282,house,2016,KY,3rd District,DEM,John Yarmuth,212388,63.5
4283,house,2016,KY,3rd District,REP,Harold Bratcher,122085,36.5
4284,house,2016,KY,3rd District,Other,Everett Corley,-,-
4285,house,2016,KY,4th District,REP,Thomas Massie,233922,71.3
4286,house,2016,KY,4th District,DEM,Calvin Sidle,94064,28.7
4287,house,2016,KY,5th District,REP,Harold Rogers,Uncontested race,28.7
4288,house,2016,KY,6th District,REP,Garland Barr,202094,61.1
4289,house,2016,KY,6th District,DEM,Nancy Jo Kemper,128725,38.9
4290,house,2016,LA,1st District,REP,Steve Scalise,243575,74.6
4291,house,2016,LA,1st District,DEM,Lee Dugas,41816,12.8
4292,house,2016,LA,1st District,DEM,Danil Faust,12698,3.9
4293,house,2016,LA,1st District,Other,Howard Kearney,9395,2.9
4294,house,2016,LA,1st District,DEM,Joe Swider,9231,2.8
4295,house,2016,LA,1st District,Other,Eliot Barron,6712,2.1
4296,house,2016,LA,1st District,Other,Chuemai Yang,3233,1.0
4297,house,2016,LA,2nd District,DEM,Cedric Richmond,198169,69.8
4298,house,2016,LA,2nd District,DEM,Kip Holden,57083,20.1
4299,house,2016,LA,2nd District,DEM,Kenneth Cutno,28826,10.1
4300,house,2016,LA,3rd District,REP,Scott Angelle,91374,28.5
4301,house,2016,LA,3rd District,DEM,Jacob Hebert,28358,8.9
4302,house,2016,LA,3rd District,DEM,Larry Rader,27807,8.7
4303,house,2016,LA,3rd District,REP,Gus Rantz,25640,8.0
4304,house,2016,LA,3rd District,REP,Greg Ellison,24845,7.8
4305,house,2016,LA,3rd District,REP,Brett Geymann,21606,6.8
4306,house,2016,LA,3rd District,REP,Bryan Barrilleaux,6215,1.9
4307,house,2016,LA,3rd District,Other,Guy McLendon,2934,0.9
4308,house,2016,LA,3rd District,Other,Kenny Scelfo,2667,0.8
4309,house,2016,LA,3rd District,REP,Grover Rees,2455,0.8
4310,house,2016,LA,3rd District,REP,Herman Vidrine,1354,0.4
4311,house,2016,LA,4th District,DEM,Marshall Jones,80558,28.2
4312,house,2016,LA,4th District,REP,Trey Baucum,50395,17.6
4313,house,2016,LA,4th District,REP,Oliver Jenkins,44500,15.6
4314,house,2016,LA,4th District,REP,Elbert Guillory,21011,7.3
4315,house,2016,LA,4th District,REP,Rick John,13215,4.6
4316,house,2016,LA,4th District,Other,Mark Halverson,3145,1.1
4317,house,2016,LA,4th District,Other,Kenneth Krefft,2492,0.9
4318,house,2016,LA,5th District,REP,Ralph Abraham,208504,81.6
4319,house,2016,LA,5th District,REP,Billy Burkette,47106,18.4
4320,house,2016,LA,6th District,REP,Garret Graves,207453,62.7
4321,house,2016,LA,6th District,DEM,Richard Lieberman,49352,14.9
4322,house,2016,LA,6th District,REP,Bob Bell,33585,10.1
4323,house,2016,LA,6th District,DEM,Jermaine Sampson,29809,9.0
4324,house,2016,LA,6th District,Other,Richard Fontanesi,7598,2.3
4325,house,2016,LA,6th District,Other,Devin Graham,3215,1.0
4326,house,2016,MA,1st District,DEM,Richard Neal,233310,73.4
4327,house,2016,MA,1st District,Other,Frederick Mayock,57226,18.0
4328,house,2016,MA,1st District,Other,Thomas Simmons,27427,8.6
4329,house,2016,MA,2nd District,DEM,James McGovern,Uncontested race,8.6
4330,house,2016,MA,3rd District,DEM,Nicola Tsongas,234361,68.7
4331,house,2016,MA,3rd District,REP,Ann Wofford,106882,31.3
4332,house,2016,MA,4th District,DEM,Joe Kennedy,261356,70.0
4333,house,2016,MA,4th District,REP,David Rosa,111890,30.0
4334,house,2016,MA,5th District,DEM,Katherine Clark,Uncontested race,30.0
4335,house,2016,MA,6th District,DEM,Seth Moulton,Uncontested race,30.0
4336,house,2016,MA,7th District,DEM,Michael Capuano,Uncontested race,30.0
4337,house,2016,MA,8th District,DEM,Stephen Lynch,267944,72.4
4338,house,2016,MA,8th District,REP,William Burke,102146,27.6
4339,house,2016,MA,9th District,DEM,William Keating,209911,55.7
4340,house,2016,MA,9th District,REP,Mark Alliegro,127199,33.8
4341,house,2016,MA,9th District,Other,Paul Harrington,26086,6.9
4342,house,2016,MA,9th District,Other,Christopher Cataldo,8266,2.2
4343,house,2016,MA,9th District,Other,Anna Grace Raduc,5261,1.4
4344,house,2016,MD,1st District,REP,Andy Harris,229135,67.8
4345,house,2016,MD,1st District,DEM,Joe Werner,94776,28.0
4346,house,2016,MD,1st District,Other,Matt Beers,14207,4.2
4347,house,2016,MD,2nd District,DEM,C.A. Ruppersberger,172324,62.2
4348,house,2016,MD,2nd District,REP,Pat McDonough,92099,33.3
4349,house,2016,MD,2nd District,Other,Kristin Kasprzak,12530,4.5
4350,house,2016,MD,3rd District,DEM,John Sarbanes,194362,62.8
4351,house,2016,MD,3rd District,REP,Mark Plaster,106627,34.5
4352,house,2016,MD,3rd District,Other,Nnabu Eze,8430,2.7
4353,house,2016,MD,4th District,DEM,Anthony Brown,218215,74.1
4354,house,2016,MD,4th District,REP,George McDermott,63674,21.6
4355,house,2016,MD,4th District,Other,Kamesha Clark,7357,2.5
4356,house,2016,MD,4th District,Other,Benjamin Krause,5274,1.8
4357,house,2016,MD,5th District,DEM,Steny Hoyer,223582,67.3
4358,house,2016,MD,5th District,REP,Mark Arness,98768,29.7
4359,house,2016,MD,5th District,Other,Jason Summers,10033,3.0
4360,house,2016,MD,6th District,DEM,John Delaney,167229,55.4
4361,house,2016,MD,6th District,REP,Amie Hoeber,123611,40.9
4362,house,2016,MD,6th District,Other,David Howser,6216,2.1
4363,house,2016,MD,6th District,Other,George Gluck,4997,1.7
4364,house,2016,MD,7th District,DEM,Elijah Cummings,211962,75.1
4365,house,2016,MD,7th District,REP,Corrogan Vaughn,61854,21.9
4366,house,2016,MD,7th District,Other,Myles Hoenig,8428,3.0
4367,house,2016,MD,8th District,DEM,Jamie Raskin,191671,59.3
4368,house,2016,MD,8th District,REP,Dan Cox,115200,35.6
4369,house,2016,MD,8th District,Other,Nancy Wallace,9761,3.0
4370,house,2016,MD,8th District,Other,Jasen Wunder,6540,2.0
4371,house,2016,ME,1st District,DEM,Chellie Pingree,225428,57.9
4372,house,2016,ME,1st District,REP,Mark Holbrook,164048,42.1
4373,house,2016,ME,2nd District,REP,Bruce Poliquin,192285,54.9
4374,house,2016,ME,2nd District,DEM,Emily Cain,157862,45.1
4375,house,2016,MI,1st District,REP,Jack Bergman,201153,55.3
4376,house,2016,MI,1st District,DEM,Lon Johnson,144319,39.7
4377,house,2016,MI,1st District,Other,Diane Bostow,13385,3.7
4378,house,2016,MI,1st District,Other,Ellis Boal,4773,1.3
4379,house,2016,MI,2nd District,REP,Bill Huizenga,213095,62.7
4380,house,2016,MI,2nd District,DEM,Dennis Murphy,110077,32.4
4381,house,2016,MI,2nd District,Other,Erwin Haas,8166,2.4
4382,house,2016,MI,2nd District,Other,Matthew Brady,5362,1.6
4383,house,2016,MI,2nd District,Other,Ronald Graeser,2898,0.9
4384,house,2016,MI,3rd District,REP,Justin Amash,203069,59.4
4385,house,2016,MI,3rd District,DEM,Douglas Smith,128159,37.5
4386,house,2016,MI,3rd District,Other,Ted Gerrard,10374,3.0
4387,house,2016,MI,4th District,REP,John Moolenaar,194569,61.6
4388,house,2016,MI,4th District,DEM,Debra Freidell Wirth,101275,32.1
4389,house,2016,MI,4th District,Other,Leonard Schwartz,8514,2.7
4390,house,2016,MI,4th District,Other,George Zimmer,5595,1.8
4391,house,2016,MI,4th District,Other,Jordan Salvi,3953,1.3
4392,house,2016,MI,4th District,Other,Keith Butkovich,1838,0.6
4393,house,2016,MI,5th District,DEM,Daniel Kildee,195076,61.2
4394,house,2016,MI,5th District,REP,Allen Hardwick,111908,35.1
4395,house,2016,MI,5th District,Other,Steve Sluka,6999,2.2
4396,house,2016,MI,5th District,Other,Harley Mikkelson,4894,1.5
4397,house,2016,MI,6th District,REP,Fred Upton,192862,58.6
4398,house,2016,MI,6th District,DEM,Paul Clements,119871,36.4
4399,house,2016,MI,6th District,Other,Lorence Wenke,16239,4.9
4400,house,2016,MI,7th District,REP,Tim Walberg,183549,55.0
4401,house,2016,MI,7th District,DEM,Gretchen Driskell,133697,40.1
4402,house,2016,MI,7th District,Other,Ken Proctor,16402,4.9
4403,house,2016,MI,8th District,REP,Mike Bishop,205617,56.0
4404,house,2016,MI,8th District,DEM,Suzanna Shkreli,143775,39.2
4405,house,2016,MI,8th District,Other,Jeff Wood,9615,2.6
4406,house,2016,MI,8th District,Other,Maria Green,5677,1.5
4407,house,2016,MI,8th District,Other,Jeremy Burgess,2250,0.6
4408,house,2016,MI,9th District,DEM,Sander Levin,199620,57.9
4409,house,2016,MI,9th District,REP,Christopher Morse,128907,37.4
4410,house,2016,MI,9th District,Other,Matthew Orlando,9562,2.8
4411,house,2016,MI,9th District,Other,John McDermott,6612,1.9
4412,house,2016,MI,10th District,REP,Paul Mitchell,214164,63.0
4413,house,2016,MI,10th District,DEM,Frank Accavitti,109875,32.3
4414,house,2016,MI,10th District,Other,Lisa Gioia,10582,3.1
4415,house,2016,MI,10th District,Other,Benjamin Nofs,5113,1.5
4416,house,2016,MI,11th District,REP,Dave Trott,200787,52.9
4417,house,2016,MI,11th District,DEM,Anil Kumar,152359,40.2
4418,house,2016,MI,11th District,Other,Kerry Bentivolio,16597,4.4
4419,house,2016,MI,11th District,Other,Jonathan Osment,9535,2.5
4420,house,2016,MI,12th District,DEM,Debbie Dingell,210922,64.4
4421,house,2016,MI,12th District,REP,Jeff Jones,95823,29.2
4422,house,2016,MI,12th District,Other,Gary Walkowicz,9177,2.8
4423,house,2016,MI,12th District,Other,Tom Bagwell,7478,2.3
4424,house,2016,MI,12th District,Other,Dylan Calewarts,4370,1.3
4425,house,2016,MI,13th District,DEM,John Conyers,197173,77.0
4426,house,2016,MI,13th District,REP,Jeff Gorman,40483,15.8
4427,house,2016,MI,13th District,Other,Tiffany Hayden,9600,3.7
4428,house,2016,MI,13th District,Other,Sam Johnson,8778,3.4
4429,house,2016,MI,14th District,DEM,Brenda Lawrence,244220,78.5
4430,house,2016,MI,14th District,REP,Howard Klausner,58111,18.7
4431,house,2016,MI,14th District,Other,Gregory Creswell,4898,1.6
4432,house,2016,MI,14th District,Other,Marcia Squier,3851,1.2
4433,house,2016,MN,1st District,DEM,Tim Walz,169076,50.4
4434,house,2016,MN,1st District,REP,Jim Hagedorn,166527,49.6
4435,house,2016,MN,2nd District,REP,Jason Lewis,174030,47.0
4436,house,2016,MN,2nd District,DEM,Angie Craig,167071,45.2
4437,house,2016,MN,2nd District,Other,Paula Overby,28845,7.8
4438,house,2016,MN,3rd District,REP,Erik Paulsen,223075,56.9
4439,house,2016,MN,3rd District,DEM,Terri Bonoff,169238,43.1
4440,house,2016,MN,4th District,DEM,Betty McCollum,202558,62.6
4441,house,2016,MN,4th District,REP,Greg Ryan,120871,37.4
4442,house,2016,MN,5th District,DEM,Keith Ellison,249957,75.6
4443,house,2016,MN,5th District,REP,Frank Drake,80660,24.4
4444,house,2016,MN,6th District,REP,Tom Emmer,235384,65.7
4445,house,2016,MN,6th District,DEM,David Snyder,123012,34.3
4446,house,2016,MN,7th District,DEM,Collin Peterson,173571,52.5
4447,house,2016,MN,7th District,REP,Dave Hughes,156950,47.5
4448,house,2016,MN,8th District,DEM,Rick Nolan,179106,50.3
4449,house,2016,MN,8th District,REP,Stewart Mills,177095,49.7
4450,house,2016,MO,1st District,DEM,Lacy Clay,231604,75.5
4451,house,2016,MO,1st District,REP,Steven Bailey,61252,20.0
4452,house,2016,MO,1st District,Other,Robb Cunningham,13954,4.5
4453,house,2016,MO,2nd District,REP,Ann Wagner,238826,58.6
4454,house,2016,MO,2nd District,DEM,Bill Otto,153331,37.6
4455,house,2016,MO,2nd District,Other,Jim Higgins,11621,2.9
4456,house,2016,MO,2nd District,Other,David Arnold,3839,0.9
4457,house,2016,MO,3rd District,REP,Blaine Luetkemeyer,248880,67.8
4458,house,2016,MO,3rd District,DEM,Kevin Miller,102484,27.9
4459,house,2016,MO,3rd District,Other,Dan Hogan,11906,3.2
4460,house,2016,MO,3rd District,Other,Doanita Simmons,3586,1.0
4461,house,2016,MO,4th District,REP,Vicky Hartzler,225034,67.8
4462,house,2016,MO,4th District,DEM,Gordon Christensen,92385,27.8
4463,house,2016,MO,4th District,Other,Mark Bliss,14355,4.3
4464,house,2016,MO,5th District,DEM,Emanuel Cleaver,185494,58.4
4465,house,2016,MO,5th District,REP,Jacob Turk,122367,38.5
4466,house,2016,MO,5th District,Other,Roy Welborn,9594,3.0
4467,house,2016,MO,6th District,REP,Sam Graves,236938,68.1
4468,house,2016,MO,6th District,DEM,David Blackwell,98588,28.3
4469,house,2016,MO,6th District,Other,Russ Monchil,8051,2.3
4470,house,2016,MO,6th District,Other,Mike Diel,4202,1.2
4471,house,2016,MO,7th District,REP,Billy Long,228001,67.6
4472,house,2016,MO,7th District,DEM,Genevieve Williams,92390,27.4
4473,house,2016,MO,7th District,Other,Benjamin Brixey,17076,5.1
4474,house,2016,MO,8th District,REP,Jason Smith,229648,74.4
4475,house,2016,MO,8th District,DEM,Dave Cowell,69949,22.7
4476,house,2016,MO,8th District,Other,Jonathan Shell,9059,2.9
4477,house,2016,MS,1st District,REP,Trent Kelly,203142,68.8
4478,house,2016,MS,1st District,DEM,Jacob Owens,82133,27.8
4479,house,2016,MS,1st District,Other,Chase Wilson,6070,2.1
4480,house,2016,MS,1st District,Other,Cathy Toole,3742,1.3
4481,house,2016,MS,2nd District,DEM,Bennie Thompson,181108,66.8
4482,house,2016,MS,2nd District,REP,John Bouie,79773,29.4
4483,house,2016,MS,2nd District,Other,Troy Ray,6622,2.4
4484,house,2016,MS,2nd District,Other,Johnny McLeod,3623,1.3
4485,house,2016,MS,3rd District,REP,Gregg Harper,201280,66.3
4486,house,2016,MS,3rd District,DEM,Dennis Quinn,91992,30.3
4487,house,2016,MS,3rd District,Other,Roger Gerrard,8434,2.8
4488,house,2016,MS,3rd District,Other,Lajena Sheets,2020,0.7
4489,house,2016,MS,4th District,REP,Steven Palazzo,174783,65.2
4490,house,2016,MS,4th District,DEM,Mark Gladney,74176,27.7
4491,house,2016,MS,4th District,Other,Richard McCluskey,14212,5.3
4492,house,2016,MS,4th District,Other,Shawn O'Hara,5063,1.9
4493,house,2016,MT,1st District,REP,Ryan Zinke,280472,56.3
4494,house,2016,MT,1st District,DEM,Denise Juneau,201758,40.5
4495,house,2016,MT,1st District,Other,Rick Breckenridge,15949,3.2
4496,house,2016,NC,1st District,DEM,G.K. Butterfield,237938,68.6
4497,house,2016,NC,1st District,REP,H. Powell Dew,100633,29.0
4498,house,2016,NC,1st District,Other,J.J. Summerell,8259,2.4
4499,house,2016,NC,2nd District,REP,George Holding,219342,56.7
4500,house,2016,NC,2nd District,DEM,John McNeil,167299,43.3
4501,house,2016,NC,3rd District,REP,Walter Jones,214850,67.4
4502,house,2016,NC,3rd District,DEM,Ernest Reeves,104007,32.6
4503,house,2016,NC,4th District,DEM,David Price,275501,68.2
4504,house,2016,NC,4th District,REP,Sue Googe,128331,31.8
4505,house,2016,NC,5th District,REP,Virginia Foxx,204943,58.5
4506,house,2016,NC,5th District,DEM,Joshua Brannon,145597,41.5
4507,house,2016,NC,6th District,REP,Mark Walker,205973,59.3
4508,house,2016,NC,6th District,DEM,Pete Glidewell,141480,40.7
4509,house,2016,NC,7th District,REP,David Rouzer,209933,61.0
4510,house,2016,NC,7th District,DEM,Wesley Casteen,134344,39.0
4511,house,2016,NC,8th District,REP,Richard Hudson,187909,58.8
4512,house,2016,NC,8th District,DEM,Thomas Mills,131428,41.2
4513,house,2016,NC,9th District,REP,Robert Pittenger,191660,58.3
4514,house,2016,NC,9th District,DEM,Christian Cano,137335,41.7
4515,house,2016,NC,10th District,REP,Patrick McHenry,219589,63.2
4516,house,2016,NC,10th District,DEM,Andy Millard,128114,36.8
4517,house,2016,NC,11th District,REP,Mark Meadows,229130,64.2
4518,house,2016,NC,11th District,DEM,Rick Bryson,127972,35.8
4519,house,2016,NC,12th District,DEM,Alma Adams,232451,67.0
4520,house,2016,NC,12th District,REP,Leon Threatt,114242,33.0
4521,house,2016,NC,13th District,REP,Ted Budd,196736,56.1
4522,house,2016,NC,13th District,DEM,Bruce Davis,153691,43.9
4523,house,2016,ND,1st District,REP,Kevin Cramer,233245,69.2
4524,house,2016,ND,1st District,DEM,Chase Iron Eyes,80186,23.8
4525,house,2016,ND,1st District,Other,Jack Seaman,23454,7.0
4526,house,2016,NE,1st District,REP,Jeff Fortenberry,187258,69.6
4527,house,2016,NE,1st District,DEM,Daniel Wik,81939,30.4
4528,house,2016,NE,2nd District,REP,Don Bacon,134291,49.4
4529,house,2016,NE,2nd District,DEM,Brad Ashford,128739,47.3
4530,house,2016,NE,2nd District,Other,Steven Laird,9057,3.3
4531,house,2016,NE,3rd District,REP,Adrian Smith,Uncontested race,3.3
4532,house,2016,NH,1st District,DEM,Carol Shea-Porter,161828,44.2
4533,house,2016,NH,1st District,REP,Frank Guinta,157011,42.9
4534,house,2016,NH,1st District,Other,Shawn O'Connor,34612,9.4
4535,house,2016,NH,1st District,Other,Robert Lombardo,6842,1.9
4536,house,2016,NH,1st District,Other,Brendan Kelly,6046,1.7
4537,house,2016,NH,2nd District,DEM,Ann Kuster,174386,49.8
4538,house,2016,NH,2nd District,REP,Jim Lawrence,158960,45.4
4539,house,2016,NH,2nd District,Other,John Babiarz,16843,4.8
4540,house,2016,NJ,1st District,DEM,Donald Norcross,178655,59.8
4541,house,2016,NJ,1st District,REP,Bob Patterson,110235,36.9
4542,house,2016,NJ,1st District,Other,Scot Tomaszewski,5365,1.8
4543,house,2016,NJ,1st District,Other,William Sihr,2352,0.8
4544,house,2016,NJ,1st District,Other,Mike Berman,1916,0.6
4545,house,2016,NJ,2nd District,REP,Frank LoBiondo,167816,59.4
4546,house,2016,NJ,2nd District,DEM,David Cole,104726,37.1
4547,house,2016,NJ,2nd District,Other,John Ordille,3562,1.3
4548,house,2016,NJ,2nd District,Other,James Keenan,2490,0.9
4549,house,2016,NJ,2nd District,Other,Steven Fenichel,1460,0.5
4550,house,2016,NJ,2nd District,Other,Eric Beechwood,1322,0.5
4551,house,2016,NJ,2nd District,Other,Gabriel Franco,1159,0.4
4552,house,2016,NJ,3rd District,REP,Tom MacArthur,177522,59.5
4553,house,2016,NJ,3rd District,DEM,Frederick Lavergne,115212,38.6
4554,house,2016,NJ,3rd District,Other,Lawrence Berlinski,5541,1.9
4555,house,2016,NJ,4th District,REP,Christopher Smith,206137,38.9
4556,house,2016,NJ,4th District,DEM,Lorna Phillipson,108373,20.5
4557,house,2016,NJ,4th District,Other,Hank Schroeder,5684,1.1
4558,house,2016,NJ,4th District,Other,Jeremy Marcus,3168,0.6
4559,house,2016,NJ,5th District,DEM,Joshua Gottheimer,156863,50.5
4560,house,2016,NJ,5th District,REP,Scott Garrett,146643,47.2
4561,house,2016,NJ,5th District,Other,Claudio Belusic,6890,2.2
4562,house,2016,NJ,6th District,DEM,Frank Pallone,150971,63.0
4563,house,2016,NJ,6th District,REP,Brent Sonnek-Schmelz,85613,35.7
4564,house,2016,NJ,6th District,Other,Rajit Malliah,1695,0.7
4565,house,2016,NJ,6th District,Other,Judith Shamy,1536,0.6
4566,house,2016,NJ,7th District,REP,Leonard Lance,184309,54.2
4567,house,2016,NJ,7th District,DEM,Peter Jacob,146350,43.0
4568,house,2016,NJ,7th District,Other,Dan O'Neill,5252,1.5
4569,house,2016,NJ,7th District,Other,Arthur Haussmann,4208,1.2
4570,house,2016,NJ,8th District,DEM,Albio Sires,124381,76.9
4571,house,2016,NJ,8th District,REP,Agha Khan,30085,18.6
4572,house,2016,NJ,8th District,Other,Pablo Olivera,4102,2.5
